"TimePeriod","GeoTypeDesc","GeoID","GeoRank","BoroID","Borough","Geography","Area","Percent"
"2017","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","13.0"
"2017","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","11.0"
"2017","Neighborhood Tabulation Area","8524","9","5","Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill  Staten Island","70.2"
"2017","Neighborhood Tabulation Area","8501","9","5","Staten Island","Annadale-Huguenot-Prince's Bay-Eltingville","Annadale-Huguenot-Prince's Bay-Eltingville  Staten Island","64.1"
"2017","Neighborhood Tabulation Area","522","9","1","Bronx","North Riverdale-Fieldston-Riverdale","North Riverdale-Fieldston-Riverdale  Bronx","63.4"
"2017","Neighborhood Tabulation Area","8505","9","5","Staten Island","New Springville-Bloomfield-Travis","New Springville-Bloomfield-Travis  Staten Island","62.4"
"2017","Neighborhood Tabulation Area","8511","9","5","Staten Island","Charleston-Richmond Valley-Tottenville","Charleston-Richmond Valley-Tottenville  Staten Island","60.1"
"2017","Neighborhood Tabulation Area","8532","9","5","Staten Island","Rossville-Woodrow","Rossville-Woodrow  Staten Island","56.6"
"2017","Neighborhood Tabulation Area","8145","9","4","Queens","Douglas Manor-Douglaston-Little Neck","Douglas Manor-Douglaston-Little Neck  Queens","55.6"
"2017","Neighborhood Tabulation Area","8548","9","5","Staten Island","Arden Heights","Arden Heights  Staten Island","54.0"
"2017","Neighborhood Tabulation Area","8537","9","5","Staten Island","Stapleton-Rosebank","Stapleton-Rosebank  Staten Island","53.6"
"2017","Neighborhood Tabulation Area","4793","9","2","Brooklyn","Starrett City","Starrett City  Brooklyn","53.4"
"2017","Neighborhood Tabulation Area","8106","9","4","Queens","Jamaica Estates-Holliswood","Jamaica Estates-Holliswood  Queens","51.9"
"2017","Neighborhood Tabulation Area","8525","9","5","Staten Island","Oakwood-Oakwood Beach","Oakwood-Oakwood Beach  Staten Island","51.9"
"2017","Neighborhood Tabulation Area","8514","9","5","Staten Island","Grasmere-Arrochar-Ft. Wadsworth","Grasmere-Arrochar-Ft. Wadsworth  Staten Island","51.8"
"2017","Neighborhood Tabulation Area","8105","9","4","Queens","Rosedale","Rosedale  Queens","50.9"
"2017","Neighborhood Tabulation Area","8142","9","4","Queens","Oakland Gardens","Oakland Gardens  Queens","50.9"
"2017","Neighborhood Tabulation Area","8507","9","5","Staten Island","Westerleigh","Westerleigh  Staten Island","50.7"
"2017","Neighborhood Tabulation Area","8147","9","4","Queens","Ft. Totten-Bay Terrace-Clearview","Ft. Totten-Bay Terrace-Clearview  Queens","50.1"
"2017","Neighborhood Tabulation Area","8554","9","5","Staten Island","Great Kills","Great Kills  Staten Island","48.6"
"2017","Neighborhood Tabulation Area","8144","9","4","Queens","Glen Oaks-Floral Park-New Hyde Park","Glen Oaks-Floral Park-New Hyde Park  Queens","48.2"
"2017","Neighborhood Tabulation Area","8141","9","4","Queens","Fresh Meadows-Utopia","Fresh Meadows-Utopia  Queens","47.6"
"2017","Neighborhood Tabulation Area","8143","9","4","Queens","Bellerose","Bellerose  Queens","47.3"
"2017","Neighborhood Tabulation Area","8535","9","5","Staten Island","New Brighton-Silver Lake","New Brighton-Silver Lake  Staten Island","47.0"
"2017","Neighborhood Tabulation Area","8160","9","4","Queens","Kew Gardens","Kew Gardens  Queens","45.8"
"2017","Neighborhood Tabulation Area","8508","9","5","Staten Island","Grymes Hill-Clifton-Fox Hills","Grymes Hill-Clifton-Fox Hills  Staten Island","45.7"
"2017","Neighborhood Tabulation Area","552","9","1","Bronx","Schuylerville-Throgs Neck-Edgewater Park","Schuylerville-Throgs Neck-Edgewater Park  Bronx","45.0"
"2017","Neighborhood Tabulation Area","8121","9","4","Queens","Middle Village","Middle Village  Queens","44.4"
"2017","Neighborhood Tabulation Area","8536","9","5","Staten Island","Old Town-Dongan Hills-South Beach","Old Town-Dongan Hills-South Beach  Staten Island","44.3"
"2017","Neighborhood Tabulation Area","8522","9","5","Staten Island","West New Brighton-New Brighton-St. George","West New Brighton-New Brighton-St. George  Staten Island","44.2"
"2017","Neighborhood Tabulation Area","8512","9","5","Staten Island","Mariner's Harbor-Arlington-Port Ivory-Graniteville","Mariner's Harbor-Arlington-Port Ivory-Graniteville  Staten Island","44.1"
"2017","Neighborhood Tabulation Area","8157","9","4","Queens","Lindenwood-Howard Beach","Lindenwood-Howard Beach  Queens","43.2"
"2017","Neighborhood Tabulation Area","8545","9","5","Staten Island","New Dorp-Midland Beach","New Dorp-Midland Beach  Staten Island","43.1"
"2017","Neighborhood Tabulation Area","8146","9","4","Queens","Bayside-Bayside Hills","Bayside-Bayside Hills  Queens","42.7"
"2017","Neighborhood Tabulation Area","6150","9","3","Manhattan","Stuyvesant Town-Cooper Village","Stuyvesant Town-Cooper Village  Manhattan","42.0"
"2017","Neighborhood Tabulation Area","8102","9","4","Queens","Springfield Gardens North","Springfield Gardens North  Queens","41.0"
"2017","Neighborhood Tabulation Area","8162","9","4","Queens","Queensboro Hill","Queensboro Hill  Queens","40.2"
"2017","Neighborhood Tabulation Area","8137","9","4","Queens","Kew Gardens Hills","Kew Gardens Hills  Queens","39.7"
"2017","Neighborhood Tabulation Area","529","9","1","Bronx","Spuyten Duyvil-Kingsbridge","Spuyten Duyvil-Kingsbridge  Bronx","39.2"
"2017","Neighborhood Tabulation Area","8133","9","4","Queens","Cambria Heights","Cambria Heights  Queens","39.2"
"2017","Neighborhood Tabulation Area","8152","9","4","Queens","East Flushing","East Flushing  Queens","38.6"
"2017","Neighborhood Tabulation Area","8151","9","4","Queens","Murray Hill","Murray Hill  Queens","38.5"
"2017","Neighborhood Tabulation Area","6109","9","3","Manhattan","Morningside Heights","Morningside Heights  Manhattan","38.3"
"2017","Neighborhood Tabulation Area","8108","9","4","Queens","St. Albans","St. Albans  Queens","38.3"
"2017","Neighborhood Tabulation Area","8148","9","4","Queens","Auburndale","Auburndale  Queens","38.3"
"2017","Neighborhood Tabulation Area","503","9","1","Bronx","Eastchester-Edenwald-Baychester","Eastchester-Edenwald-Baychester  Bronx","38.1"
"2017","Neighborhood Tabulation Area","8149","9","4","Queens","Whitestone","Whitestone  Queens","38.0"
"2017","Neighborhood Tabulation Area","8138","9","4","Queens","Pomonok-Flushing Heights-Hillcrest","Pomonok-Flushing Heights-Hillcrest  Queens","37.3"
"2017","Neighborhood Tabulation Area","510","9","1","Bronx","Pelham Bay-Country Club-City Island","Pelham Bay-Country Club-City Island  Bronx","36.9"
"2017","Neighborhood Tabulation Area","8115","9","4","Queens","Far Rockaway-Bayswater","Far Rockaway-Bayswater  Queens","36.8"
"2017","Neighborhood Tabulation Area","8528","9","5","Staten Island","Port Richmond","Port Richmond  Staten Island","36.4"
"2017","Neighborhood Tabulation Area","8166","9","4","Queens","Laurelton","Laurelton  Queens","36.0"
"2017","Neighborhood Tabulation Area","6135","9","3","Manhattan","Washington Heights North","Washington Heights North  Manhattan","35.8"
"2017","Neighborhood Tabulation Area","8112","9","4","Queens","Hammels-Arverne-Edgemere","Hammels-Arverne-Edgemere  Queens","35.8"
"2017","Neighborhood Tabulation Area","8176","9","4","Queens","Baisley Park","Baisley Park  Queens","35.5"
"2017","Neighborhood Tabulation Area","549","9","1","Bronx","Pelham Parkway","Pelham Parkway  Bronx","35.2"
"2017","Neighborhood Tabulation Area","8117","9","4","Queens","Forest Hills","Forest Hills  Queens","35.2"
"2017","Neighborhood Tabulation Area","4750","9","2","Brooklyn","Canarsie","Canarsie  Brooklyn","34.7"
"2017","Neighborhood Tabulation Area","8103","9","4","Queens","Springfield Gardens South-Brookville","Springfield Gardens South-Brookville  Queens","34.7"
"2017","Neighborhood Tabulation Area","546","9","1","Bronx","Parkchester","Parkchester  Bronx","34.5"
"2017","Neighborhood Tabulation Area","4745","9","2","Brooklyn","Georgetown-Marine Park-Bergen Beach-Mill Basin","Georgetown-Marine Park-Bergen Beach-Mill Basin  Brooklyn","34.4"
"2017","Neighborhood Tabulation Area","8107","9","4","Queens","Hollis","Hollis  Queens","34.1"
"2017","Neighborhood Tabulation Area","513","9","1","Bronx","Co-op City","Co-op City  Bronx","33.9"
"2017","Neighborhood Tabulation Area","4782","9","2","Brooklyn","East New York","East New York  Brooklyn","33.8"
"2017","Neighborhood Tabulation Area","509","9","1","Bronx","Soundview-Castle Hill-Clason Point-Harding Park","Soundview-Castle Hill-Clason Point-Harding Park  Bronx","33.7"
"2017","Neighborhood Tabulation Area","4768","9","2","Brooklyn","Fort Greene","Fort Greene  Brooklyn","33.4"
"2017","Neighborhood Tabulation Area","4746","9","2","Brooklyn","Ocean Parkway South","Ocean Parkway South  Brooklyn","32.9"
"2017","Neighborhood Tabulation Area","8134","9","4","Queens","Queens Village","Queens Village  Queens","32.3"
"2017","Neighborhood Tabulation Area","6112","9","3","Manhattan","Upper West Side","Upper West Side  Manhattan","32.1"
"2017","Neighborhood Tabulation Area","6128","9","3","Manhattan","Lower East Side","Lower East Side  Manhattan","31.8"
"2017","Neighborhood Tabulation Area","531","9","1","Bronx","Allerton-Pelham Gardens","Allerton-Pelham Gardens  Bronx","31.6"
"2017","Neighborhood Tabulation Area","4731","9","2","Brooklyn","Bay Ridge","Bay Ridge  Brooklyn","31.2"
"2017","Neighborhood Tabulation Area","8101","9","4","Queens","South Jamaica","South Jamaica  Queens","31.2"
"2017","Neighborhood Tabulation Area","8135","9","4","Queens","Briarwood-Jamaica Hills","Briarwood-Jamaica Hills  Queens","31.0"
"2017","Neighborhood Tabulation Area","8110","9","4","Queens","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel  Queens","30.8"
"2017","Neighborhood Tabulation Area","6104","9","3","Manhattan","Hamilton Heights","Hamilton Heights  Manhattan","30.6"
"2017","Neighborhood Tabulation Area","4742","9","2","Brooklyn","Flatbush","Flatbush  Brooklyn","30.3"
"2017","Neighborhood Tabulation Area","4726","9","2","Brooklyn","Gravesend","Gravesend  Brooklyn","29.6"
"2017","Neighborhood Tabulation Area","543","9","1","Bronx","Norwood","Norwood  Bronx","29.5"
"2017","Neighborhood Tabulation Area","562","9","1","Bronx","Woodlawn-Wakefield","Woodlawn-Wakefield  Bronx","29.5"
"2017","Neighborhood Tabulation Area","4743","9","2","Brooklyn","Midwood","Midwood  Brooklyn","28.8"
"2017","Neighborhood Tabulation Area","8123","9","4","Queens","College Point","College Point  Queens","28.4"
"2017","Neighborhood Tabulation Area","8118","9","4","Queens","Rego Park","Rego Park  Queens","28.3"
"2017","Neighborhood Tabulation Area","4740","9","2","Brooklyn","Windsor Terrace","Windsor Terrace  Brooklyn","28.0"
"2017","Neighborhood Tabulation Area","6134","9","3","Manhattan","East Harlem North","East Harlem North  Manhattan","27.8"
"2017","Neighborhood Tabulation Area","8120","9","4","Queens","Ridgewood","Ridgewood  Queens","27.8"
"2017","Neighborhood Tabulation Area","8156","9","4","Queens","Ozone Park","Ozone Park  Queens","27.8"
"2017","Neighborhood Tabulation Area","4769","9","2","Brooklyn","Clinton Hill","Clinton Hill  Brooklyn","27.5"
"2017","Neighborhood Tabulation Area","4709","9","2","Brooklyn","Brooklyn Heights-Cobble Hill","Brooklyn Heights-Cobble Hill  Brooklyn","27.0"
"2017","Neighborhood Tabulation Area","8127","9","4","Queens","East Elmhurst","East Elmhurst  Queens","27.0"
"2017","Neighborhood Tabulation Area","507","9","1","Bronx","Bronxdale","Bronxdale  Bronx","26.9"
"2017","Neighborhood Tabulation Area","528","9","1","Bronx","Van Cortlandt Village","Van Cortlandt Village  Bronx","26.8"
"2017","Neighborhood Tabulation Area","4735","9","2","Brooklyn","Stuyvesant Heights","Stuyvesant Heights  Brooklyn","26.6"
"2017","Neighborhood Tabulation Area","6133","9","3","Manhattan","East Harlem South","East Harlem South  Manhattan","26.6"
"2017","Neighborhood Tabulation Area","6106","9","3","Manhattan","Manhattanville","Manhattanville  Manhattan","26.5"
"2017","Neighborhood Tabulation Area","536","9","1","Bronx","University Heights-Morris Heights","University Heights-Morris Heights  Bronx","26.4"
"2017","Neighborhood Tabulation Area","530","9","1","Bronx","Kingsbridge Heights","Kingsbridge Heights  Bronx","25.7"
"2017","Neighborhood Tabulation Area","4717","9","2","Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","Sheepshead Bay-Gerritsen Beach-Manhattan Beach  Brooklyn","25.2"
"2017","Neighborhood Tabulation Area","4761","9","2","Brooklyn","Crown Heights North","Crown Heights North  Brooklyn","25.2"
"2017","Neighborhood Tabulation Area","6103","9","3","Manhattan","Central Harlem North-Polo Grounds","Central Harlem North-Polo Grounds  Manhattan","25.0"
"2017","Neighborhood Tabulation Area","4723","9","2","Brooklyn","West Brighton","West Brighton  Brooklyn","24.9"
"2017","Neighborhood Tabulation Area","4781","9","2","Brooklyn","Brownsville","Brownsville  Brooklyn","24.8"
"2017","Neighborhood Tabulation Area","8128","9","4","Queens","Jackson Heights","Jackson Heights  Queens","24.8"
"2017","Neighborhood Tabulation Area","555","9","1","Bronx","Soundview-Bruckner","Soundview-Bruckner  Bronx","24.5"
"2017","Neighborhood Tabulation Area","8155","9","4","Queens","South Ozone Park","South Ozone Park  Queens","24.5"
"2017","Neighborhood Tabulation Area","506","9","1","Bronx","Belmont","Belmont  Bronx","24.4"
"2017","Neighborhood Tabulation Area","535","9","1","Bronx","Morrisania-Melrose","Morrisania-Melrose  Bronx","24.3"
"2017","Neighborhood Tabulation Area","4758","9","2","Brooklyn","Flatlands","Flatlands  Brooklyn","24.3"
"2017","Neighborhood Tabulation Area","4764","9","2","Brooklyn","Prospect Heights","Prospect Heights  Brooklyn","24.2"
"2017","Neighborhood Tabulation Area","6131","9","3","Manhattan","Lenox Hill-Roosevelt Island","Lenox Hill-Roosevelt Island  Manhattan","24.2"
"2017","Neighborhood Tabulation Area","4744","9","2","Brooklyn","Madison","Madison  Brooklyn","24.1"
"2017","Neighborhood Tabulation Area","526","9","1","Bronx","Highbridge","Highbridge  Bronx","24.0"
"2017","Neighborhood Tabulation Area","544","9","1","Bronx","Williamsbridge-Olinville","Williamsbridge-Olinville  Bronx","24.0"
"2017","Neighborhood Tabulation Area","537","9","1","Bronx","Van Nest-Morris Park-Westchester Square","Van Nest-Morris Park-Westchester Square  Bronx","23.9"
"2017","Neighborhood Tabulation Area","4772","9","2","Brooklyn","Williamsburg","Williamsburg  Brooklyn","23.4"
"2017","Neighborhood Tabulation Area","8119","9","4","Queens","Glendale","Glendale  Queens","23.4"
"2017","Neighborhood Tabulation Area","534","9","1","Bronx","Melrose South-Mott Haven North","Melrose South-Mott Haven North  Bronx","23.2"
"2017","Neighborhood Tabulation Area","4741","9","2","Brooklyn","Kensington-Ocean Parkway","Kensington-Ocean Parkway  Brooklyn","23.1"
"2017","Neighborhood Tabulation Area","6122","9","3","Manhattan","East Village","East Village  Manhattan","23.1"
"2017","Neighborhood Tabulation Area","575","9","1","Bronx","Crotona Park East","Crotona Park East  Bronx","23.0"
"2017","Neighborhood Tabulation Area","4775","9","2","Brooklyn","Bedford","Bedford  Brooklyn","23.0"
"2017","Neighborhood Tabulation Area","4738","9","2","Brooklyn","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill  Brooklyn","22.8"
"2017","Neighborhood Tabulation Area","4788","9","2","Brooklyn","Borough Park","Borough Park  Brooklyn","22.6"
"2017","Neighborhood Tabulation Area","4737","9","2","Brooklyn","Park Slope-Gowanus","Park Slope-Gowanus  Brooklyn","22.5"
"2017","Neighborhood Tabulation Area","4783","9","2","Brooklyn","Cypress Hills-City Line","Cypress Hills-City Line  Brooklyn","22.5"
"2017","Neighborhood Tabulation Area","6136","9","3","Manhattan","Washington Heights South","Washington Heights South  Manhattan","22.5"
"2017","Neighborhood Tabulation Area","8153","9","4","Queens","Woodhaven","Woodhaven  Queens","22.5"
"2017","Neighborhood Tabulation Area","8172","9","4","Queens","Steinway","Steinway  Queens","22.4"
"2017","Neighborhood Tabulation Area","8122","9","4","Queens","Flushing","Flushing  Queens","22.2"
"2017","Neighborhood Tabulation Area","4727","9","2","Brooklyn","Bath Beach","Bath Beach  Brooklyn","22.1"
"2017","Neighborhood Tabulation Area","508","9","1","Bronx","West Farms-Bronx River","West Farms-Bronx River  Bronx","21.8"
"2017","Neighborhood Tabulation Area","6132","9","3","Manhattan","Yorkville","Yorkville  Manhattan","21.8"
"2017","Neighborhood Tabulation Area","501","9","1","Bronx","Claremont-Bathgate","Claremont-Bathgate  Bronx","21.7"
"2017","Neighborhood Tabulation Area","8150","9","4","Queens","Elmhurst-Maspeth","Elmhurst-Maspeth  Queens","21.2"
"2017","Neighborhood Tabulation Area","4779","9","2","Brooklyn","Ocean Hill","Ocean Hill  Brooklyn","21.1"
"2017","Neighborhood Tabulation Area","4791","9","2","Brooklyn","East Flatbush-Farragut","East Flatbush-Farragut  Brooklyn","21.1"
"2017","Neighborhood Tabulation Area","4760","9","2","Brooklyn","Prospect Lefferts Gardens-Wingate","Prospect Lefferts Gardens-Wingate  Brooklyn","21.0"
"2017","Neighborhood Tabulation Area","8171","9","4","Queens","Old Astoria","Old Astoria  Queens","20.7"
"2017","Neighborhood Tabulation Area","4725","9","2","Brooklyn","Homecrest","Homecrest  Brooklyn","20.6"
"2017","Neighborhood Tabulation Area","8163","9","4","Queens","Woodside","Woodside  Queens","20.3"
"2017","Neighborhood Tabulation Area","517","9","1","Bronx","East Tremont","East Tremont  Bronx","20.2"
"2017","Neighborhood Tabulation Area","539","9","1","Bronx","Mott Haven-Port Morris","Mott Haven-Port Morris  Bronx","20.2"
"2017","Neighborhood Tabulation Area","4730","9","2","Brooklyn","Dyker Heights","Dyker Heights  Brooklyn","20.2"
"2017","Neighborhood Tabulation Area","6101","9","3","Manhattan","Marble Hill-Inwood","Marble Hill-Inwood  Manhattan","20.1"
"2017","Neighborhood Tabulation Area","6114","9","3","Manhattan","Lincoln Square","Lincoln Square  Manhattan","20.1"
"2017","Neighborhood Tabulation Area","8129","9","4","Queens","Elmhurst","Elmhurst  Queens","19.8"
"2017","Neighborhood Tabulation Area","4733","9","2","Brooklyn","Carroll Gardens-Columbia Street-Red Hook","Carroll Gardens-Columbia Street-Red Hook  Brooklyn","19.7"
"2017","Neighborhood Tabulation Area","6111","9","3","Manhattan","Central Harlem South","Central Harlem South  Manhattan","19.7"
"2017","Neighborhood Tabulation Area","4763","9","2","Brooklyn","Crown Heights South","Crown Heights South  Brooklyn","19.4"
"2017","Neighborhood Tabulation Area","8154","9","4","Queens","Richmond Hill","Richmond Hill  Queens","19.4"
"2017","Neighborhood Tabulation Area","6123","9","3","Manhattan","West Village","West Village  Manhattan","19.3"
"2017","Neighborhood Tabulation Area","563","9","1","Bronx","West Concourse","West Concourse  Bronx","19.2"
"2017","Neighborhood Tabulation Area","8168","9","4","Queens","Queensbridge-Ravenswood-Long Island City","Queensbridge-Ravenswood-Long Island City  Queens","18.9"
"2017","Neighborhood Tabulation Area","4778","9","2","Brooklyn","Bushwick South","Bushwick South  Brooklyn","18.6"
"2017","Neighborhood Tabulation Area","4785","9","2","Brooklyn","East New York (Pennsylvania Ave)","East New York (Pennsylvania Ave)  Brooklyn","18.6"
"2017","Neighborhood Tabulation Area","8130","9","4","Queens","Maspeth","Maspeth  Queens","18.6"
"2017","Neighborhood Tabulation Area","533","9","1","Bronx","Longwood","Longwood  Bronx","18.4"
"2017","Neighborhood Tabulation Area","559","9","1","Bronx","Westchester-Unionport","Westchester-Unionport  Bronx","18.3"
"2017","Neighborhood Tabulation Area","4721","9","2","Brooklyn","Seagate-Coney Island","Seagate-Coney Island  Brooklyn","18.3"
"2017","Neighborhood Tabulation Area","8170","9","4","Queens","Astoria","Astoria  Queens","18.0"
"2017","Neighborhood Tabulation Area","4734","9","2","Brooklyn","Sunset Park East","Sunset Park East  Brooklyn","17.9"
"2017","Neighborhood Tabulation Area","6127","9","3","Manhattan","Chinatown","Chinatown  Manhattan","17.9"
"2017","Neighborhood Tabulation Area","4796","9","2","Brooklyn","Rugby-Remsen Village","Rugby-Remsen Village  Brooklyn","17.5"
"2017","Neighborhood Tabulation Area","6140","9","3","Manhattan","Upper East Side-Carnegie Hill","Upper East Side-Carnegie Hill  Manhattan","17.5"
"2017","Neighborhood Tabulation Area","505","9","1","Bronx","Bedford Park-Fordham North","Bedford Park-Fordham North  Bronx","17.3"
"2017","Neighborhood Tabulation Area","4719","9","2","Brooklyn","Brighton Beach","Brighton Beach  Brooklyn","16.8"
"2017","Neighborhood Tabulation Area","8126","9","4","Queens","North Corona","North Corona  Queens","16.6"
"2017","Neighborhood Tabulation Area","8125","9","4","Queens","Corona","Corona  Queens","16.4"
"2017","Neighborhood Tabulation Area","4773","9","2","Brooklyn","North Side-South Side","North Side-South Side  Brooklyn","16.2"
"2017","Neighborhood Tabulation Area","6121","9","3","Manhattan","Gramercy","Gramercy  Manhattan","16.2"
"2017","Neighborhood Tabulation Area","4795","9","2","Brooklyn","Erasmus","Erasmus  Brooklyn","15.6"
"2017","Neighborhood Tabulation Area","6120","9","3","Manhattan","Murray Hill-Kips Bay","Murray Hill-Kips Bay  Manhattan","15.6"
"2017","Neighborhood Tabulation Area","514","9","1","Bronx","East Concourse-Concourse Village","East Concourse-Concourse Village  Bronx","15.0"
"2017","Neighborhood Tabulation Area","8161","9","4","Queens","Jamaica","Jamaica  Queens","15.0"
"2017","Neighborhood Tabulation Area","4777","9","2","Brooklyn","Bushwick North","Bushwick North  Brooklyn","14.7"
"2017","Neighborhood Tabulation Area","4729","9","2","Brooklyn","Bensonhurst East","Bensonhurst East  Brooklyn","14.6"
"2017","Neighborhood Tabulation Area","8131","9","4","Queens","Hunters Point-Sunnyside-West Maspeth","Hunters Point-Sunnyside-West Maspeth  Queens","14.5"
"2017","Neighborhood Tabulation Area","6125","9","3","Manhattan","Battery Park City-Lower Manhattan","Battery Park City-Lower Manhattan  Manhattan","14.4"
"2017","Neighborhood Tabulation Area","4728","9","2","Brooklyn","Bensonhurst West","Bensonhurst West  Brooklyn","14.3"
"2017","Neighborhood Tabulation Area","6119","9","3","Manhattan","Turtle Bay-East Midtown","Turtle Bay-East Midtown  Manhattan","14.2"
"2017","Neighborhood Tabulation Area","541","9","1","Bronx","Mount Hope","Mount Hope  Bronx","14.1"
"2017","Neighborhood Tabulation Area","6113","9","3","Manhattan","Hudson Yards-Chelsea-Flatiron-Union Square","Hudson Yards-Chelsea-Flatiron-Union Square  Manhattan","12.8"
"2017","Neighborhood Tabulation Area","4776","9","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","12.4"
"2017","Neighborhood Tabulation Area","6115","9","3","Manhattan","Clinton","Clinton  Manhattan","11.9"
"2017","Neighborhood Tabulation Area","540","9","1","Bronx","Fordham South","Fordham South  Bronx","11.4"
"2017","Neighborhood Tabulation Area","527","9","1","Bronx","Hunts Point","Hunts Point  Bronx","11.2"
"2017","Neighborhood Tabulation Area","4790","9","2","Brooklyn","East Williamsburg","East Williamsburg  Brooklyn","11.2"
"2017","Neighborhood Tabulation Area","4732","9","2","Brooklyn","Sunset Park West","Sunset Park West  Brooklyn","10.7"
