GeoType,CDTAType,GeogName,GeoID,Borough,Pop16plE,MdHHIncE,MdHHIncM,MdHHIncC,MnHHIncE,MnHHIncM,MnHHIncC,Fam2E,Fam2M,Fam2C,Fam2P,Fam2Z,MdFamIncE,MdFamIncM,MdFamIncC,Nfam2E,Nfam2M,Nfam2C,Nfam2P,Nfam2Z,MdNFIncE,MdNFIncM,MdNFIncC,MdNFIncP,MdNFIncZ,PerCapIncE,PerCapIncM,PerCapIncC,FamPvUE,FamPvUM,FamPvUC,FamPvUP,FamPvUZ,FamBwPvE,FamBwPvM,FamBwPvC,FamBwPvP,FamBwPvZ,PopPvU1E,PopPvU1M,PopPvU1C,PopPvU1P,PopPvU1Z,PBwPvE,PBwPvM,PBwPvC,PBwPvP,PBwPvZ,PU18PvUE,PU18PvUM,PU18PvUC,PU18PvUP,PU18PvUZ,PU18BwPvE,PU18BwPvM,PU18BwPvC,PU18BwPvP,PU18BwPvZ,P65plPvUE,P65plPvUM,P65plPvUC,P65plPvUP,P65plPvUZ,P65plBwPvE,P65plBwPvM,P65plBwPvC,P65plBwPvP,P65plBwPvZ,PopPvU2E,PopPvU2M,PopPvU2C,PopPvU2P,PopPvU2Z,PvU50E,PvU50M,PvU50C,PvU50P,PvU50Z,Pv50t74E,Pv50t74M,Pv50t74C,Pv50t74P,Pv50t74Z,Pv75t99E,Pv75t99M,Pv75t99C,Pv75t99P,Pv75t99Z,Pv100t124E,Pv100t124M,Pv100t124C,Pv100t124P,Pv100t124Z,Pv125t149E,Pv125t149M,Pv125t149C,Pv125t149P,Pv125t149Z,Pv150t174E,Pv150t174M,Pv150t174C,Pv150t174P,Pv150t174Z,Pv175t184E,Pv175t184M,Pv175t184C,Pv175t184P,Pv175t184Z,Pv185t199E,Pv185t199M,Pv185t199C,Pv185t199P,Pv185t199Z,Pv200t299E,Pv200t299M,Pv200t299C,Pv200t299P,Pv200t299Z,Pv300t399E,Pv300t399M,Pv300t399C,Pv300t399P,Pv300t399Z,Pv400t499E,Pv400t499M,Pv400t499C,Pv400t499P,Pv400t499Z,Pv500plE,Pv500plM,Pv500plC,Pv500plP,Pv500plZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BX10 Co-op City-Throgs Neck (CD 10 Approximation),210,Bronx,"99,350","52,316","2,583",3.0,"63,936","2,045",1.9,"29,013",856,1.8,100,0,"65,131","3,364",3.1,"18,954",804,2.6,100,0,"34,984","2,830",4.9,,,"26,915","1,030",2.3,"29,013",856,1.8,100,0,"2,901",400,8.4,10.0,1.3,"118,613","2,735",1.4,100,0,"14,676","1,663",6.9,12.4,1.4,"23,625","1,244",3.2,100,0,"4,845",616,7.7,20.5,2.4,"20,745",969,2.8,100,0,"2,329",344,9.0,11.2,1.6,"118,613","2,735",1.4,100,0,"6,902",766,6.7,5.8,0.6,"3,802",623,10.0,3.2,0.5,"3,972",543,8.3,3.3,0.5,"4,583",624,8.3,3.9,0.5,"4,309",551,7.8,3.6,0.5,"5,096",615,7.3,4.3,0.5,"1,830",396,13.2,1.5,0.3,"2,596",429,10.0,2.2,0.4,"19,467","1,292",4.0,16.4,1.0,"16,407","1,152",4.3,13.8,0.9,"15,497","1,100",4.3,13.1,0.9,"34,152","1,713",3.0,28.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),211,Bronx,"92,389","47,390","2,533",3.2,"57,666","1,775",1.9,"27,604",735,1.6,100,0,"55,745","2,963",3.2,"14,366",704,3.0,100,0,"30,098","3,385",6.8,,,"22,102",810,2.2,"27,604",735,1.6,100,0,"4,243",456,6.5,15.4,1.6,"113,615","2,521",1.3,100,0,"20,810","1,772",5.2,18.3,1.5,"26,843","1,290",2.9,100,0,"6,794",674,6.0,25.3,2.2,"14,781",799,3.3,100,0,"2,668",393,8.9,18.0,2.5,"113,615","2,521",1.3,100,0,"9,869",874,5.4,8.7,0.7,"4,762",603,7.7,4.2,0.5,"6,179",682,6.7,5.4,0.6,"5,706",639,6.8,5.0,0.6,"4,792",581,7.4,4.2,0.5,"4,638",618,8.1,4.1,0.5,"2,121",405,11.6,1.9,0.4,"2,679",497,11.3,2.4,0.4,"19,367","1,215",3.8,17.0,1.0,"17,024","1,136",4.1,15.0,0.9,"12,106",914,4.6,10.7,0.8,"24,371","1,266",3.2,21.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),212,Bronx,"118,544","46,406","2,093",2.7,"57,491","1,647",1.7,"35,969",822,1.4,100,0,"53,193","2,954",3.4,"15,300",718,2.9,100,0,"31,733","2,297",4.4,,,"20,541",709,2.1,"35,969",822,1.4,100,0,"5,356",498,5.7,14.9,1.3,"153,112","3,281",1.3,100,0,"25,240","2,070",5.0,16.5,1.3,"41,451","1,598",2.3,100,0,"10,601",852,4.9,25.6,1.8,"16,445",834,3.1,100,0,"1,833",303,10.1,11.1,1.8,"153,112","3,281",1.3,100,0,"12,229",975,4.8,8.0,0.6,"6,487",719,6.7,4.2,0.5,"6,524",696,6.5,4.3,0.4,"7,498",759,6.2,4.9,0.5,"7,078",768,6.6,4.6,0.5,"7,954",785,6.0,5.2,0.5,"3,033",449,9.0,2.0,0.3,"4,061",536,8.0,2.7,0.3,"30,047","1,520",3.1,19.6,0.9,"23,400","1,323",3.4,15.3,0.8,"16,322","1,113",4.1,10.7,0.7,"28,480","1,431",3.1,18.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,JIA,BX26 Van Cortlandt Park (JIA 26 Equivalent),226,Bronx,0,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,JIA,BX27 Bronx Park (JIA 27 Approximation),227,Bronx,450,"27,499","26,684",59.0,"37,711","12,741",20.5,242,69,17.3,100,0,"28,419","27,705",59.3,80,55,41.8,100,0,"23,832","65,038",165.9,,,"13,587","5,812",26.0,242,69,17.3,100,0,95,83,53.1,39.3,32.4,889,264,18.1,100,0,377,354,57.1,42.4,37.8,439,200,27.6,100,0,252,168,40.6,57.4,28.1,26,30,71.1,100,0,0,,,,,889,264,18.1,100,0,298,206,42.0,33.5,20.9,79,87,67.0,8.9,9.4,0,,,,,91,69,45.9,10.2,7.1,111,91,49.9,12.5,9.6,0,,,,,24,28,71.6,2.7,3.1,0,,,,,105,87,50.2,11.8,9.1,28,32,69.2,3.1,3.5,89,73,50.1,10.0,7.7,64,64,60.5,7.2,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,JIA,BX28 Pelham Bay Park (JIA 28 Approximation),228,Bronx,0,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,MN01 Financial District-Tribeca (CD 1 Equivalent),101,Manhattan,"44,992","120,229","6,885",3.5,"199,253","12,097",3.7,"10,218",538,3.2,100,0,"178,809","21,724",7.4,"13,957",637,2.8,100,0,"96,725","8,338",5.2,,,"96,449","6,148",3.9,"10,218",538,3.2,100,0,461,148,19.5,4.5,1.4,"47,782","1,556",2.0,100,0,"3,832",604,9.6,8.0,1.2,"6,737",611,5.5,100,0,404,160,24.1,6.0,2.3,"3,524",427,7.4,100,0,416,144,21.1,11.8,3.8,"47,782","1,556",2.0,100,0,"1,810",403,13.5,3.8,0.8,876,241,16.7,1.8,0.5,"1,147",279,14.8,2.4,0.6,843,250,18.0,1.8,0.5,"1,079",288,16.2,2.3,0.6,637,194,18.6,1.3,0.4,417,156,22.7,0.9,0.3,478,190,24.1,1.0,0.4,"2,678",443,10.1,5.6,0.9,"2,389",402,10.2,5.0,0.8,"2,612",437,10.2,5.5,0.9,"32,817","1,455",2.7,68.7,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,MN02 Greenwich Village-SoHo (CD 2 Equivalent),102,Manhattan,"83,742","91,243","5,125",3.4,"158,428","8,404",3.2,"13,643",701,3.1,100,0,"140,697","12,976",5.6,"34,898",948,1.7,100,0,"76,491","5,265",4.2,,,"87,806","5,340",3.7,"13,643",701,3.1,100,0,930,213,13.9,6.8,1.5,"85,106","2,163",1.5,100,0,"9,335",978,6.4,11.0,1.1,"7,736",708,5.6,100,0,916,238,15.8,11.8,2.9,"10,955",676,3.8,100,0,"1,471",250,10.3,13.4,2.1,"85,106","2,163",1.5,100,0,"4,546",610,8.2,5.3,0.7,"2,380",421,10.8,2.8,0.5,"2,409",406,10.3,2.8,0.5,"1,964",378,11.7,2.3,0.4,"2,860",510,10.8,3.4,0.6,"1,433",304,12.9,1.7,0.4,687,194,17.2,0.8,0.2,"1,044",312,18.2,1.2,0.4,"6,039",663,6.7,7.1,0.8,"6,488",718,6.7,7.6,0.8,"6,503",698,6.5,7.6,0.8,"48,753","1,775",2.2,57.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,MN03 Lower East Side-Chinatown (CD 3 Equivalent),103,Manhattan,"144,406","39,532","2,382",3.7,"65,658","2,480",2.3,"30,492",875,1.7,100,0,"37,621","2,925",4.7,"39,313",972,1.5,100,0,"40,265","3,431",5.2,,,"30,751","1,231",2.4,"30,492",875,1.7,100,0,"7,670",569,4.5,25.2,1.7,"159,280","3,123",1.2,100,0,"40,442","2,270",3.4,25.4,1.3,"22,651","1,219",3.3,100,0,"8,328",750,5.5,36.8,2.7,"23,058","1,050",2.8,100,0,"8,067",645,4.9,35.0,2.3,"159,280","3,123",1.2,100,0,"14,150","1,043",4.5,8.9,0.6,"13,505","1,119",5.0,8.5,0.7,"12,786",947,4.5,8.0,0.6,"10,661",981,5.6,6.7,0.6,"10,201",928,5.5,6.4,0.6,"5,991",672,6.8,3.8,0.4,"3,101",530,10.4,1.9,0.3,"4,385",682,9.4,2.8,0.4,"20,754","1,371",4.0,13.0,0.8,"15,955","1,170",4.5,10.0,0.7,"12,276","1,056",5.2,7.7,0.6,"35,514","1,580",2.7,22.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),104,Manhattan,"90,166","72,035","3,583",3.0,"114,783","5,042",2.7,"13,193",665,3.1,100,0,"88,882","9,283",6.3,"41,462",959,1.4,100,0,"66,811","3,921",3.6,,,"67,739","3,325",3.0,"13,193",665,3.1,100,0,"1,312",271,12.6,9.9,2.0,"96,292","2,614",1.7,100,0,"14,400","1,809",7.6,15.0,1.8,"7,655",668,5.3,100,0,"1,802",345,11.6,23.5,4.0,"11,149",766,4.2,100,0,"1,981",359,11.0,17.8,3.0,"96,292","2,614",1.7,100,0,"6,503","1,071",10.0,6.8,1.1,"2,769",454,10.0,2.9,0.5,"5,128",673,8.0,5.3,0.7,"3,012",482,9.7,3.1,0.5,"4,035",594,8.9,4.2,0.6,"2,896",464,9.7,3.0,0.5,861,218,15.4,0.9,0.2,"2,268",465,12.5,2.4,0.5,"10,106",910,5.5,10.5,0.9,"7,006",733,6.4,7.3,0.7,"8,457",801,5.8,8.8,0.8,"43,251","1,624",2.3,44.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),105,Manhattan,"41,788","107,011","8,041",4.6,"184,714","11,896",3.9,"7,279",485,4.0,100,0,"169,628","24,100",8.6,"17,077",653,2.3,100,0,"84,568","10,600",7.6,,,"104,111","7,482",4.4,"7,279",485,4.0,100,0,265,113,25.9,3.6,1.5,"40,595","1,403",2.1,100,0,"3,986",573,8.7,9.8,1.4,"2,949",383,7.9,100,0,214,102,28.9,7.3,3.3,"5,057",444,5.3,100,0,770,190,15.0,15.2,3.5,"40,595","1,403",2.1,100,0,"2,375",419,10.7,5.9,1.0,472,143,18.4,1.2,0.3,"1,139",237,12.7,2.8,0.6,725,207,17.3,1.8,0.5,626,181,17.5,1.5,0.4,617,194,19.1,1.5,0.5,342,155,27.6,0.8,0.4,720,216,18.2,1.8,0.5,"2,555",393,9.3,6.3,0.9,"2,308",333,8.8,5.7,0.8,"2,544",470,11.2,6.3,1.1,"26,172","1,217",2.8,64.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,MN06 East Midtown-Murray Hill (CD 6 Approximation),106,Manhattan,"133,174","97,366","3,292",2.1,"147,535","4,888",2.0,"24,227",852,2.1,100,0,"144,730","7,854",3.3,"56,000","1,176",1.3,100,0,"82,628","3,556",2.6,,,"86,228","3,104",2.2,"24,227",852,2.1,100,0,949,247,15.8,3.9,1.0,"140,556","2,563",1.1,100,0,"10,867","1,090",6.1,7.7,0.8,"10,902",813,4.5,100,0,817,246,18.3,7.5,2.2,"21,601",958,2.7,100,0,"1,565",296,11.5,7.2,1.3,"140,556","2,563",1.1,100,0,"6,523",744,6.9,4.6,0.5,"1,681",391,14.1,1.2,0.3,"2,663",430,9.8,1.9,0.3,"2,151",429,12.1,1.5,0.3,"2,698",463,10.4,1.9,0.3,"2,560",466,11.1,1.8,0.3,"1,032",282,16.6,0.7,0.2,"1,432",377,16.0,1.0,0.3,"8,644",778,5.5,6.1,0.5,"10,577",939,5.4,7.5,0.7,"12,597","1,019",4.9,9.0,0.7,"87,998","2,363",1.6,62.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,MN07 Upper West Side (CD 7 Approximation),107,Manhattan,"184,081","90,935","3,462",2.3,"163,311","5,087",1.9,"42,510","1,107",1.6,100,0,"152,522","10,123",4.0,"65,265","1,360",1.3,100,0,"66,992","3,306",3.0,,,"84,150","2,776",2.0,"42,510","1,107",1.6,100,0,"2,635",393,9.1,6.2,0.9,"210,254","3,333",1.0,100,0,"23,607","1,797",4.6,11.2,0.8,"32,715","1,426",2.7,100,0,"3,232",504,9.5,9.9,1.5,"31,778","1,297",2.5,100,0,"4,539",733,9.8,14.3,2.2,"210,254","3,333",1.0,100,0,"11,598","1,131",5.9,5.5,0.5,"5,217",668,7.8,2.5,0.3,"6,792",742,6.6,3.2,0.3,"4,944",647,8.0,2.4,0.3,"5,235",631,7.3,2.5,0.3,"4,377",644,8.9,2.1,0.3,"2,079",399,11.7,1.0,0.2,"2,309",426,11.2,1.1,0.2,"16,077","1,139",4.3,7.6,0.5,"14,458","1,096",4.6,6.9,0.5,"14,973","1,109",4.5,7.1,0.5,"122,195","2,711",1.3,58.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),108,Manhattan,"188,568","101,959","3,271",2.0,"183,793","5,575",1.8,"45,945","1,219",1.6,100,0,"181,168","8,695",2.9,"69,686","1,400",1.2,100,0,"74,933","2,544",2.1,,,"100,176","3,194",1.9,"45,945","1,219",1.6,100,0,"1,131",266,14.3,2.5,0.6,"214,151","3,355",1.0,100,0,"12,509","1,189",5.8,5.8,0.5,"29,943","1,331",2.7,100,0,961,271,17.2,3.2,0.9,"35,558","1,231",2.1,100,0,"2,612",396,9.2,7.3,1.1,"214,151","3,355",1.0,100,0,"7,061",754,6.5,3.3,0.3,"2,511",418,10.1,1.2,0.2,"2,937",484,10.0,1.4,0.2,"3,843",541,8.6,1.8,0.3,"2,575",387,9.1,1.2,0.2,"2,825",446,9.6,1.3,0.2,"1,325",270,12.4,0.6,0.1,"1,441",323,13.6,0.7,0.2,"13,580","1,038",4.6,6.3,0.5,"15,462","1,103",4.3,7.2,0.5,"15,321","1,041",4.1,7.2,0.5,"145,270","2,994",1.3,67.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),109,Manhattan,"90,876","34,603","2,256",4.0,"61,520","3,423",3.4,"19,921",706,2.2,100,0,"40,255","3,532",5.3,"18,896",721,2.3,100,0,"28,333","3,106",6.7,,,"24,610","1,471",3.6,"19,921",706,2.2,100,0,"4,553",465,6.2,22.9,2.2,"98,595","2,712",1.7,100,0,"27,558","2,267",5.0,28.0,2.2,"18,288","1,096",3.6,100,0,"7,465",734,6.0,40.8,3.2,"11,091",733,4.0,100,0,"2,877",407,8.6,25.9,3.2,"98,595","2,712",1.7,100,0,"13,822","1,199",5.3,14.0,1.2,"5,442",644,7.2,5.5,0.6,"8,294",834,6.1,8.4,0.8,"6,527",719,6.7,6.6,0.7,"5,236",662,7.7,5.3,0.7,"4,113",586,8.7,4.2,0.6,"3,580",615,10.5,3.6,0.6,"3,397",529,9.5,3.4,0.5,"13,055","1,021",4.8,13.2,1.0,"8,690",859,6.0,8.8,0.8,"5,757",678,7.2,5.8,0.7,"20,682","1,231",3.6,21.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,MN10 Harlem (CD 10 Equivalent),110,Manhattan,"93,904","33,400","1,787",3.3,"52,431","2,479",2.9,"24,251",838,2.1,100,0,"38,290","2,639",4.2,"25,102",888,2.2,100,0,"27,124","2,653",5.9,,,"23,841","1,245",3.2,"24,251",838,2.1,100,0,"6,300",562,5.4,26.0,2.1,"116,894","2,830",1.5,100,0,"33,208","2,202",4.0,28.4,1.8,"27,029","1,349",3.0,100,0,"9,891",850,5.2,36.6,2.6,"11,826",777,4.0,100,0,"3,675",438,7.2,31.1,3.1,"116,894","2,830",1.5,100,0,"14,271","1,074",4.6,12.2,0.9,"8,200",848,6.3,7.0,0.7,"10,737",889,5.0,9.2,0.7,"7,100",786,6.7,6.1,0.7,"6,760",723,6.5,5.8,0.6,"6,156",698,6.9,5.3,0.6,"2,482",454,11.1,2.1,0.4,"3,170",509,9.8,2.7,0.4,"18,309","1,216",4.0,15.7,1.0,"10,648",904,5.2,9.1,0.7,"8,030",823,6.2,6.9,0.7,"21,031","1,277",3.7,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,MN11 East Harlem (CD 11 Equivalent),111,Manhattan,"99,809","30,927","1,981",3.9,"53,654","2,676",3.0,"25,905",769,1.8,100,0,"32,786","2,520",4.7,"19,934",779,2.4,100,0,"24,824","3,305",8.1,,,"21,582","1,189",3.3,"25,905",769,1.8,100,0,"7,400",597,4.9,28.6,2.1,"124,064","3,374",1.7,100,0,"40,438","2,942",4.4,32.6,2.2,"29,323","1,425",3.0,100,0,"12,411",964,4.7,42.3,2.6,"13,104",808,3.8,100,0,"3,900",450,7.0,29.8,2.9,"124,064","3,374",1.7,100,0,"17,689","1,380",4.7,14.3,1.0,"12,286","1,056",5.2,9.9,0.8,"10,463",925,5.4,8.4,0.7,"9,375",888,5.8,7.6,0.7,"7,449",798,6.5,6.0,0.6,"7,657",827,6.6,6.2,0.6,"2,669",429,9.8,2.2,0.3,"3,825",585,9.3,3.1,0.5,"16,467","1,185",4.4,13.3,0.9,"11,335","1,032",5.5,9.1,0.8,"8,378",808,5.9,6.8,0.6,"16,471","1,145",4.2,13.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,MN12 Washington Heights-Inwood (CD 12 Equivalent),112,Manhattan,"167,654","37,479","1,588",2.6,"52,493","1,564",1.8,"40,495",961,1.4,100,0,"39,022","2,323",3.6,"29,427",981,2.0,100,0,"31,084","2,792",5.5,,,"20,381",721,2.1,"40,495",961,1.4,100,0,"9,302",683,4.5,23.0,1.6,"199,342","3,904",1.2,100,0,"51,306","2,902",3.4,25.7,1.4,"39,846","1,685",2.6,100,0,"14,966","1,055",4.3,37.6,2.1,"22,821","1,150",3.1,100,0,"5,970",607,6.2,26.2,2.3,"199,342","3,904",1.2,100,0,"17,757","1,305",4.5,8.9,0.6,"14,780","1,211",5.0,7.4,0.6,"18,769","1,282",4.2,9.4,0.6,"13,610","1,137",5.1,6.8,0.6,"13,793","1,168",5.1,6.9,0.6,"11,842","1,128",5.8,5.9,0.6,"4,104",593,8.8,2.1,0.3,"6,679",827,7.5,3.4,0.4,"34,425","1,833",3.2,17.3,0.9,"22,525","1,505",4.1,11.3,0.7,"12,409","1,036",5.1,6.2,0.5,"28,649","1,430",3.0,14.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,JIA,MN64 Central Park (JIA 64 Equivalent),164,Manhattan,14,"54,998",,,0,,,0,,,,,,,,14,21,91.2,100,0,"54,998",,,,,0,,,0,,,,,0,,,,,14,21,91.2,100,0,0,,,,,0,,,,,0,,,,,14,21,91.2,100,0,0,,,,,14,21,91.2,100,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,14,21,91.2,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,QN01 Astoria-Queensbridge (CD 1 Equivalent),401,Queens,"162,940","48,974","1,786",2.2,"61,877","1,601",1.6,"39,852",982,1.5,100,0,"52,428","2,410",2.8,"36,083","1,006",1.7,100,0,"43,641","2,334",3.3,,,"25,867",749,1.8,"39,852",982,1.5,100,0,"5,590",494,5.4,14.0,1.2,"177,774","3,023",1.0,100,0,"29,517","1,879",3.9,16.6,1.0,"29,251","1,303",2.7,100,0,"7,728",671,5.3,26.4,2.0,"21,345",907,2.6,100,0,"3,964",426,6.5,18.6,1.8,"177,774","3,023",1.0,100,0,"12,039",923,4.7,6.8,0.5,"8,004",744,5.6,4.5,0.4,"9,474",738,4.7,5.3,0.4,"8,410",805,5.8,4.7,0.4,"9,701",812,5.1,5.5,0.4,"8,178",750,5.6,4.6,0.4,"3,783",500,8.0,2.1,0.3,"5,363",665,7.5,3.0,0.4,"29,732","1,452",3.0,16.7,0.8,"24,966","1,350",3.3,14.0,0.7,"17,278","1,058",3.7,9.7,0.6,"40,846","1,636",2.4,23.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
